model_name,model_coef,Intercept,np.log(bevolking),cat1_pct,cat2_pct
hh,params,-1.5105476890539222,0.99884648122827,,
hh,lwr,-1.6287866371631283,0.9834473147704443,,
hh,upr,-1.3923087409447161,1.0142456476860957,,
catprop_pct,params,-1.2152283253015712,1.0078917352236352,-0.3522941428603576,1.5655987825262994
catprop_pct,lwr,-1.7458728312990988,0.9708991654883292,-0.7416652506707301,0.11373921722792568
catprop_pct,upr,-0.6845838193040438,1.0448843049589411,0.03707696495001489,3.017458347824673
catprop,params,-1.6521195117827485,1.0305601573130556,,
catprop,lwr,-1.9672534473991479,0.9913977411726617,,
catprop,upr,-1.3369855761663492,1.0697225734534495,,
